ts,src,dst,src_ip,dst_ip,src_as,dst_as,routing,path_switches,as_path,num_switch_hops,num_total_hops,theoretical_delay_ms,theoretical_rtt_ms,theoretical_loss_pct,bottleneck_bw_mbps,real_rtt_ms,real_rtt_min,real_rtt_max,real_loss_pct,hops
1785393600.93094,corp1,mob1,10.7.0.1,10.8.0.1,400,500,policy,"[""s7"", ""s6"", ""s3"", ""s8""]","[400, 200, 500]",4,5,61.0,122.0,2.14,8,118.09,114.28,124.906,0.0,"[{""hop"": 0, ""from"": ""corp1"", ""to"": ""s7"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 2.0, ""loss_pct"": 0.05, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 1, ""from"": ""s7"", ""to"": ""s6"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 2, ""from"": ""s6"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785393603.062102,home2,mob1,10.9.0.2,10.8.0.1,500,500,policy,"[""s9"", ""s8""]",[500],2,3,63.0,126.0,2.9,6,128.479,126.238,132.539,0.0,"[{""hop"": 0, ""from"": ""home2"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785393620.0672266,cdn1,cdn2,10.4.0.1,10.4.0.2,300,300,policy,"[""s4""]",[300],1,2,0.4,0.8,0.0,80,2.008,0.954,4.085,0.0,"[{""hop"": 0, ""from"": ""cdn1"", ""to"": ""s4"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.2, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 1, ""from"": ""s4"", ""to"": ""cdn2"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.2, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_edge""}]"
1785393622.1426945,home1,corp2,10.9.0.1,10.7.0.2,500,400,policy,"[""s9"", ""s8"", ""s3"", ""s6"", ""s7""]","[500, 200, 400]",5,6,40.0,80.0,0.57,10,76.5,72.648,83.988,0.0,"[{""hop"": 0, ""from"": ""home1"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s6"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 4, ""from"": ""s6"", ""to"": ""s7"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 5, ""from"": ""s7"", ""to"": ""corp2"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}]"
1785393624.2584574,cdn2,home1,10.4.0.2,10.9.0.1,300,500,policy,"[""s4"", ""s1"", ""s8"", ""s9""]","[300, 100, 500]",4,5,41.2,82.4,0.435,10,79.736,79.721,79.748,0.0,"[{""hop"": 0, ""from"": ""cdn2"", ""to"": ""s4"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.2, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 1, ""from"": ""s4"", ""to"": ""s1"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 2, ""from"": ""s1"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 3, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 4, ""from"": ""s9"", ""to"": ""home1"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}]"
1785393626.4364357,cdn2,mob2,10.4.0.2,10.8.0.2,300,500,policy,"[""s4"", ""s1"", ""s8""]","[300, 100, 500]",3,4,78.2,156.4,3.035,5,156.258,153.725,161.199,0.0,"[{""hop"": 0, ""from"": ""cdn2"", ""to"": ""s4"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.2, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 1, ""from"": ""s4"", ""to"": ""s1"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 2, ""from"": ""s1"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 3, ""from"": ""s8"", ""to"": ""mob2"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785393643.5541627,corp1,mob1,10.7.0.1,10.8.0.1,400,500,policy,"[""s7"", ""s6"", ""s3"", ""s8""]","[400, 200, 500]",4,5,61.0,122.0,2.14,8,117.651,114.114,123.914,0.0,"[{""hop"": 0, ""from"": ""corp1"", ""to"": ""s7"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 2.0, ""loss_pct"": 0.05, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 1, ""from"": ""s7"", ""to"": ""s6"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 2, ""from"": ""s6"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785393645.6242776,root1,isp_gw,10.1.0.1,10.2.0.1,100,200,policy,"[""s1"", ""s2""]","[100, 200]",2,3,6.5,13.0,0.01,40,71.627,67.131,80.079,0.0,"[{""hop"": 0, ""from"": ""root1"", ""to"": ""s1"", ""type"": ""access"", ""bw_mbps"": 50, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 1, ""from"": ""s1"", ""to"": ""s2"", ""type"": ""backbone"", ""bw_mbps"": 80, ""delay_ms"": 5.0, ""loss_pct"": 0.01, ""jitter_ms"": 1.0, ""queue_size"": 100, ""as"": 200, ""role"": ""tier2_border""}, {""hop"": 2, ""from"": ""s2"", ""to"": ""isp_gw"", ""type"": ""access"", ""bw_mbps"": 40, ""delay_ms"": 1.0, ""loss_pct"": 0, ""as"": 200, ""role"": ""tier2_border""}]"
1785393647.7493515,root1,mob1,10.1.0.1,10.8.0.1,100,500,policy,"[""s1"", ""s8""]","[100, 500]",2,3,60.5,121.0,2.03,8,121.131,121.112,121.158,0.0,"[{""hop"": 0, ""from"": ""root1"", ""to"": ""s1"", ""type"": ""access"", ""bw_mbps"": 50, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 1, ""from"": ""s1"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785393649.8250806,origin,isp_gw,10.5.0.1,10.2.0.1,300,200,policy,"[""s5"", ""s4"", ""s1"", ""s2""]","[300, 100, 200]",4,5,10.5,21.0,0.016,40,72.199,71.296,73.928,0.0,"[{""hop"": 0, ""from"": ""origin"", ""to"": ""s5"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_origin""}, {""hop"": 1, ""from"": ""s5"", ""to"": ""s4"", ""type"": ""backbone"", ""bw_mbps"": 80, ""delay_ms"": 1.0, ""loss_pct"": 0.001, ""jitter_ms"": 0.1, ""queue_size"": 150, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 2, ""from"": ""s4"", ""to"": ""s1"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 3, ""from"": ""s1"", ""to"": ""s2"", ""type"": ""backbone"", ""bw_mbps"": 80, ""delay_ms"": 5.0, ""loss_pct"": 0.01, ""jitter_ms"": 1.0, ""queue_size"": 100, ""as"": 200, ""role"": ""tier2_border""}, {""hop"": 4, ""from"": ""s2"", ""to"": ""isp_gw"", ""type"": ""access"", ""bw_mbps"": 40, ""delay_ms"": 1.0, ""loss_pct"": 0, ""as"": 200, ""role"": ""tier2_border""}]"
1785393671.870256,corp1,isp_gw,10.7.0.1,10.2.0.1,400,200,policy,"[""s7"", ""s6"", ""s3"", ""s2""]","[400, 200]",4,5,14.0,28.0,0.11,20,,,,100.0,"[{""hop"": 0, ""from"": ""corp1"", ""to"": ""s7"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 2.0, ""loss_pct"": 0.05, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 1, ""from"": ""s7"", ""to"": ""s6"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 2, ""from"": ""s6"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s2"", ""type"": ""backbone"", ""bw_mbps"": 40, ""delay_ms"": 2.0, ""loss_pct"": 0.02, ""jitter_ms"": 0.5, ""queue_size"": 60, ""as"": 200, ""role"": ""tier2_border""}, {""hop"": 4, ""from"": ""s2"", ""to"": ""isp_gw"", ""type"": ""access"", ""bw_mbps"": 40, ""delay_ms"": 1.0, ""loss_pct"": 0, ""as"": 200, ""role"": ""tier2_border""}]"
1785393671.870468,mob2,corp2,10.8.0.2,10.7.0.2,500,400,policy,"[""s8"", ""s3"", ""s6"", ""s7""]","[500, 200, 400]",4,5,77.0,154.0,3.17,5,,,,,"[{""hop"": 0, ""from"": ""mob2"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 2, ""from"": ""s3"", ""to"": ""s6"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 3, ""from"": ""s6"", ""to"": ""s7"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 4, ""from"": ""s7"", ""to"": ""corp2"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}]"
1785393673.951703,corp1,home2,10.7.0.1,10.9.0.2,400,500,policy,"[""s7"", ""s6"", ""s3"", ""s8"", ""s9""]","[400, 200, 500]",5,6,44.0,88.0,1.04,6,84.669,80.28,92.662,0.0,"[{""hop"": 0, ""from"": ""corp1"", ""to"": ""s7"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 2.0, ""loss_pct"": 0.05, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 1, ""from"": ""s7"", ""to"": ""s6"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 2, ""from"": ""s6"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 5, ""from"": ""s9"", ""to"": ""home2"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}]"
1785393676.0439613,home2,cdn1,10.9.0.2,10.4.0.1,500,300,policy,"[""s9"", ""s8"", ""s1"", ""s4""]","[500, 100, 300]",4,5,46.2,92.4,0.935,6,92.578,89.47,98.735,0.0,"[{""hop"": 0, ""from"": ""home2"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""s1"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 3, ""from"": ""s1"", ""to"": ""s4"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 4, ""from"": ""s4"", ""to"": ""cdn1"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.2, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_edge""}]"
1785393694.0601728,origin,mob2,10.5.0.1,10.8.0.2,300,500,policy,"[""s5"", ""s4"", ""s1"", ""s8""]","[300, 100, 500]",4,5,79.5,159.0,3.036,5,155.334,155.325,155.343,33.3333,"[{""hop"": 0, ""from"": ""origin"", ""to"": ""s5"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_origin""}, {""hop"": 1, ""from"": ""s5"", ""to"": ""s4"", ""type"": ""backbone"", ""bw_mbps"": 80, ""delay_ms"": 1.0, ""loss_pct"": 0.001, ""jitter_ms"": 0.1, ""queue_size"": 150, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 2, ""from"": ""s4"", ""to"": ""s1"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 3, ""from"": ""s1"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""mob2"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785393696.1580806,origin,home2,10.5.0.1,10.9.0.2,300,500,policy,"[""s5"", ""s4"", ""s1"", ""s8"", ""s9""]","[300, 100, 500]",5,6,47.5,95.0,0.936,6,91.451,91.391,91.531,0.0,"[{""hop"": 0, ""from"": ""origin"", ""to"": ""s5"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_origin""}, {""hop"": 1, ""from"": ""s5"", ""to"": ""s4"", ""type"": ""backbone"", ""bw_mbps"": 80, ""delay_ms"": 1.0, ""loss_pct"": 0.001, ""jitter_ms"": 0.1, ""queue_size"": 150, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 2, ""from"": ""s4"", ""to"": ""s1"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 3, ""from"": ""s1"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 5, ""from"": ""s9"", ""to"": ""home2"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}]"
1785393698.2858183,mob1,cdn1,10.8.0.1,10.4.0.1,500,300,policy,"[""s8"", ""s1"", ""s4""]","[500, 100, 300]",3,4,63.2,126.4,2.035,8,123.86,123.656,124.245,0.0,"[{""hop"": 0, ""from"": ""mob1"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s1"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 2, ""from"": ""s1"", ""to"": ""s4"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 3, ""from"": ""s4"", ""to"": ""cdn1"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.2, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_edge""}]"
1785393700.404178,mob1,corp1,10.8.0.1,10.7.0.1,500,400,policy,"[""s8"", ""s3"", ""s6"", ""s7""]","[500, 200, 400]",4,5,61.0,122.0,2.14,8,117.904,114.342,124.947,0.0,"[{""hop"": 0, ""from"": ""mob1"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 2, ""from"": ""s3"", ""to"": ""s6"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 3, ""from"": ""s6"", ""to"": ""s7"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 4, ""from"": ""s7"", ""to"": ""corp1"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 2.0, ""loss_pct"": 0.05, ""as"": 400, ""role"": ""enterprise_access""}]"
1785393717.471071,isp_gw,home1,10.2.0.1,10.9.0.1,200,500,policy,"[""s2"", ""s3"", ""s8"", ""s9""]","[200, 500]",4,5,31.0,62.0,0.47,10,65.562,62.334,71.385,0.0,"[{""hop"": 0, ""from"": ""isp_gw"", ""to"": ""s2"", ""type"": ""access"", ""bw_mbps"": 40, ""delay_ms"": 1.0, ""loss_pct"": 0, ""as"": 200, ""role"": ""tier2_border""}, {""hop"": 1, ""from"": ""s2"", ""to"": ""s3"", ""type"": ""backbone"", ""bw_mbps"": 40, ""delay_ms"": 2.0, ""loss_pct"": 0.02, ""jitter_ms"": 0.5, ""queue_size"": 60, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 2, ""from"": ""s3"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 3, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 4, ""from"": ""s9"", ""to"": ""home1"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}]"
1785393720.4844017,mob1,corp1,10.8.0.1,10.7.0.1,500,400,policy,"[""s8"", ""s3"", ""s6"", ""s7""]","[500, 200, 400]",4,5,61.0,122.0,2.14,8,114.365,114.346,114.384,33.3333,"[{""hop"": 0, ""from"": ""mob1"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 2, ""from"": ""s3"", ""to"": ""s6"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 3, ""from"": ""s6"", ""to"": ""s7"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 4, ""from"": ""s7"", ""to"": ""corp1"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 2.0, ""loss_pct"": 0.05, ""as"": 400, ""role"": ""enterprise_access""}]"
